time,error,control,position,target,P,I,D
1.47,15.76,30.76,25.33,41.08,15.76,15.0,-0.0
1.52,15.1,30.1,26.21,41.3,15.1,15.0,-0.0
1.57,14.22,29.24,27.09,41.3,14.22,15.0,0.02
1.61,12.93,27.91,27.93,40.87,12.93,15.0,-0.02
1.66,12.29,27.29,28.79,41.08,12.29,15.0,-0.0
1.72,11.42,26.45,29.67,41.08,11.42,15.0,0.03
1.76,10.31,25.31,30.55,40.87,10.31,15.0,-0.0
1.81,9.89,24.89,31.41,41.3,9.89,15.0,-0.0
1.86,8.62,23.62,32.25,40.87,8.62,15.0,-0.0
1.91,7.77,22.75,33.09,40.87,7.77,15.0,-0.02
1.96,6.94,21.92,33.92,40.87,6.94,15.0,-0.02
2.01,6.34,21.34,34.75,41.08,6.34,15.0,-0.0
2.05,6.15,21.15,35.59,41.74,6.15,15.0,-0.0
2.1,4.01,20.05,36.64,40.65,5.07,15.0,-0.02
2.15,3.34,20.05,37.31,40.65,5.07,15.0,-0.02
2.2,3.38,20.05,37.92,41.3,5.07,15.0,-0.02
2.24,2.92,20.05,38.38,41.3,5.07,15.0,-0.02
2.29,2.36,20.05,38.72,41.08,5.07,15.0,-0.02
2.34,2.36,20.05,38.94,41.3,5.07,15.0,-0.02
2.39,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
2.43,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
2.48,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
2.53,2.75,20.05,38.99,41.74,5.07,15.0,-0.02
2.58,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
2.63,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
2.67,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
2.72,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
2.77,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
2.82,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
2.86,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
2.91,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
2.96,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
3.01,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
3.06,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
3.1,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
3.15,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
3.2,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
3.25,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
3.3,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
3.34,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
3.39,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
3.44,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
3.49,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
3.53,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
3.58,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
3.63,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
3.68,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
3.73,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
3.77,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
3.82,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
3.87,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
3.92,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
3.97,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
4.01,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
4.06,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.11,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
4.16,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
4.2,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
4.25,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.3,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
4.35,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
4.4,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
4.44,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
4.49,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
4.54,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
4.59,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.64,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
4.68,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.73,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
4.78,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.83,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.87,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
4.92,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
4.97,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.02,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
5.07,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
5.11,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.16,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.21,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.26,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
5.3,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
5.35,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
5.4,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
5.45,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.5,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
5.54,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.59,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
5.64,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.69,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
5.74,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.78,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
5.83,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.88,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
5.93,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
5.97,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
6.02,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
6.07,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
6.12,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
6.17,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.21,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.26,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.31,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.36,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.4,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
6.45,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
6.5,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.55,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.6,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.64,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.69,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.74,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.79,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
6.84,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.88,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
6.93,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
6.98,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.03,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.07,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.12,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.17,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.22,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.27,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
7.31,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.36,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
7.41,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
7.46,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.51,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.55,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.6,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.65,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.7,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.74,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
7.79,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
7.84,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.89,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
7.94,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
7.98,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
8.03,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
8.08,1.44,20.05,38.99,40.43,5.07,15.0,-0.02
8.13,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
8.18,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
8.22,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
8.27,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
8.32,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
8.37,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
8.41,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
8.46,1.22,20.05,38.99,40.21,5.07,15.0,-0.02
8.51,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
8.56,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
8.6,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
8.65,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
8.7,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
8.75,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
8.8,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
8.85,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
8.89,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
8.94,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
8.99,2.54,20.05,38.99,41.52,5.07,15.0,-0.02
9.04,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
9.08,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.13,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
9.18,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
9.23,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
9.27,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.32,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.37,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
9.42,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.47,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
9.51,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
9.56,1.66,20.05,38.99,40.65,5.07,15.0,-0.02
9.61,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
9.66,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.71,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
9.75,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
9.8,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.85,2.32,20.05,38.99,41.3,5.07,15.0,-0.02
9.9,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
9.94,1.88,20.05,38.99,40.87,5.07,15.0,-0.02
9.99,2.1,20.05,38.99,41.08,5.07,15.0,-0.02
