time,error,control,position,target,P,I,D
2.32,2.06,20.01,4.5,6.56,5.01,15.0,-0.0
2.37,2.06,20.01,4.5,6.56,5.01,15.0,-0.0
2.41,2.49,20.01,4.5,6.99,5.01,15.0,-0.0
2.46,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
2.5,1.84,20.01,4.5,6.34,5.01,15.0,-0.0
2.55,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
2.59,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
2.64,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
2.69,1.84,20.01,4.5,6.34,5.01,15.0,-0.0
2.73,1.84,20.01,4.5,6.34,5.01,15.0,-0.0
2.78,2.06,20.01,4.5,6.56,5.01,15.0,-0.0
2.82,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
2.87,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
2.91,2.06,20.01,4.5,6.56,5.01,15.0,-0.0
2.96,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
3.01,2.06,20.01,4.5,6.56,5.01,15.0,-0.0
3.05,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
3.1,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
3.14,2.27,20.01,4.5,6.77,5.01,15.0,-0.0
3.19,2.49,20.01,4.5,6.99,5.01,15.0,-0.0
3.23,2.71,20.01,4.5,7.21,5.01,15.0,-0.0
3.28,2.49,20.01,4.5,6.99,5.01,15.0,-0.0
3.33,30.44,45.29,4.52,34.97,30.44,15.0,-0.15
3.37,1.76,45.09,5.01,6.77,30.1,15.0,-0.02
3.42,8.26,23.12,5.51,13.77,8.26,15.0,-0.14
3.47,23.58,38.58,6.14,29.72,23.58,15.0,-0.0
3.52,24.77,39.77,6.92,31.69,24.77,15.0,-0.0
3.57,30.49,45.49,7.76,38.24,30.49,15.0,-0.0
3.61,30.75,45.75,8.58,39.34,30.75,15.0,-0.0
3.66,32.52,47.52,9.43,41.96,32.52,15.0,-0.0
3.71,29.51,44.52,10.26,39.77,29.51,15.0,0.01
3.76,30.41,45.43,11.11,41.52,30.41,15.0,0.02
3.81,30.19,45.2,11.99,42.18,30.19,15.0,0.01
3.86,28.89,43.92,12.85,41.74,28.89,15.0,0.02
3.91,26.93,41.93,13.72,40.65,26.93,15.0,-0.0
3.96,26.29,41.29,14.57,40.87,26.29,15.0,-0.0
4.01,25.86,40.86,15.45,41.3,25.86,15.0,-0.0
4.06,25.23,40.25,16.29,41.52,25.23,15.0,0.02
4.11,23.25,38.25,17.18,40.43,23.25,15.0,-0.0
4.16,22.61,37.61,18.04,40.65,22.61,15.0,-0.0
4.21,21.95,36.95,18.92,40.87,21.95,15.0,-0.0
4.26,21.95,36.95,19.79,41.74,21.95,15.0,-0.0
4.31,19.97,34.95,20.67,40.65,19.97,15.0,-0.02
4.36,19.58,34.59,21.5,41.08,19.58,15.0,0.01
4.41,19.14,34.19,22.38,41.52,19.14,15.0,0.04
4.45,17.85,32.83,23.24,41.08,17.85,15.0,-0.01
4.5,16.97,31.96,24.12,41.08,16.97,15.0,-0.0
4.55,16.32,31.32,24.99,41.3,16.32,15.0,-0.0
4.6,15.01,30.0,25.86,40.87,15.01,15.0,-0.0
4.65,14.36,29.35,26.72,41.08,14.36,15.0,-0.01
4.7,13.25,28.25,27.62,40.87,13.25,15.0,-0.0
4.75,12.61,27.61,28.47,41.08,12.61,15.0,-0.0
4.8,11.08,26.08,29.35,40.43,11.08,15.0,-0.0
4.85,11.3,26.3,30.22,41.52,11.3,15.0,-0.0
4.9,9.97,24.98,31.11,41.08,9.97,15.0,0.01
4.95,8.76,23.73,31.89,40.65,8.76,15.0,-0.03
5.0,8.12,23.12,32.74,40.87,8.12,15.0,-0.0
5.05,7.71,22.71,33.6,41.3,7.71,15.0,-0.0
5.09,6.67,21.67,34.41,41.08,6.67,15.0,-0.0
5.14,5.6,20.59,35.27,40.87,5.6,15.0,-0.01
5.19,4.59,20.6,36.27,40.87,5.6,15.0,-0.0
5.24,4.25,20.6,37.05,41.3,5.6,15.0,-0.0
5.28,3.13,20.6,37.73,40.87,5.6,15.0,-0.0
5.33,3.27,20.6,38.25,41.52,5.6,15.0,-0.0
5.38,2.21,20.6,38.66,40.87,5.6,15.0,-0.0
5.43,1.71,20.6,38.94,40.65,5.6,15.0,-0.0
5.48,1.56,20.6,39.09,40.65,5.6,15.0,-0.0
5.52,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
5.57,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
5.62,1.34,20.6,39.09,40.43,5.6,15.0,-0.0
5.67,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
5.71,3.3,20.6,39.09,42.4,5.6,15.0,-0.0
5.76,3.3,20.6,39.09,42.4,5.6,15.0,-0.0
5.81,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
5.86,2.43,20.6,39.09,41.52,5.6,15.0,-0.0
5.91,1.12,20.6,39.09,40.21,5.6,15.0,-0.0
5.95,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.0,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.05,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
6.1,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.14,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
6.19,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
6.24,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.29,2.65,20.6,39.09,41.74,5.6,15.0,-0.0
6.34,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.38,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
6.43,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
6.48,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
6.53,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.57,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
6.62,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.67,2.43,20.6,39.09,41.52,5.6,15.0,-0.0
6.72,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
6.77,1.34,20.6,39.09,40.43,5.6,15.0,-0.0
6.81,2.43,20.6,39.09,41.52,5.6,15.0,-0.0
6.86,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
6.91,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
6.96,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
7.01,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.05,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.1,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.15,1.34,20.6,39.09,40.43,5.6,15.0,-0.0
7.2,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.25,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.29,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.34,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.39,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
7.44,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.48,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.53,2.43,20.6,39.09,41.52,5.6,15.0,-0.0
7.58,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
7.63,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.68,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
7.72,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.77,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.82,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
7.87,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.92,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
7.96,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.01,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.06,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.11,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
8.15,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
8.2,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.25,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.3,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.35,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.39,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
8.44,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
8.49,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.54,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
8.58,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.63,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.68,2.65,20.6,39.09,41.74,5.6,15.0,-0.0
8.73,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
8.78,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.82,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
8.87,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.92,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
8.97,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
9.02,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
9.06,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
9.11,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
9.16,2.43,20.6,39.09,41.52,5.6,15.0,-0.0
9.21,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
9.25,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
9.3,2.43,20.6,39.09,41.52,5.6,15.0,-0.0
9.35,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
9.4,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
9.45,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
9.49,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
9.54,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
9.59,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
9.64,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
9.69,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
9.73,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
9.78,1.77,20.6,39.09,40.87,5.6,15.0,-0.0
9.83,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
9.88,1.55,20.6,39.09,40.65,5.6,15.0,-0.0
9.92,2.21,20.6,39.09,41.3,5.6,15.0,-0.0
9.97,1.99,20.6,39.09,41.08,5.6,15.0,-0.0
